,score,comment
2764,10.0, حتمااااا بردارید هر درسی ارائه دادن
2765,10.0, تدریسشون عاااالیه 
2766,8.0, سعی کنید با این استاد بر ندارید چون سطح جزوه پایین تر از امتحان شفاهی شون هست و باید خیلی تو امتحان توضیح بدی تا نمره بدن
2767,8.0, خيلي خيلي بد نمره ميده يه عالمه هم امتحان ميگيره و حتي از تكاليف هم امتحان ميگيره.اگه مي خوايد عذاب بكشيد بر داريد باهاش
2768,4.0, من اصلا توصیه نمیکنم کلاس برداشتن با ایشونو
2769,2.5, اصلا توصیه نمیشه!ایشون امتحان ترمشونو با پرسیدن دو سوال از هر دانشجو گرفت. حتی زحمت ورقه صحیح کردنم به خودشون نمیدن چه برسه چیزای دیگه
2770,1.5, فقط روخوانی میکنن و اصلا بار علمی نداره کلاسشون و جزوه‌ی خوبی هم نمیدن
2771,4.333333333333333, ۴ هفته اولو نیومدن یه جلسه هم ۲ ساعت دیر اومدن.کلا درسم ندادن چیزی این ترم همشو مجبور شدیم‌ خودمون بخونیم. اصلا پیشنهاد نمیکنم ایشونو
2772,1.0, خیلی بد، نهاد، حضور غیاب سختگیرانه، معلوم نیست کجا رو تدریس میکنه و چی میخواد برای امتحان، در کل برندارید بهتره
2773,10.0, حضور خیلی خیلی براشون مهمه حتی اگه ٢٠ هم بگیری و حضور نداشته باشی قبول نمی کنند
2774,8.666666666666666, فوق العاده😍😍😍😍
2775,1.0, کلاس بی فایده از لحاظ بار علمی
2776,8.5, فکر کنم رشته رو اشتباه زدم
2777,3.6666666666666665, کلا خیلی به نظر شما اهمیت نمده و خیلی به شخصیت خانم ها توهین میکنه😒 تا چیزی هم میشه میگه من دکترای روان شناسی دارم😂
2778,10.0, استاد خیلی جدی در درس هستن و حضور خیلی برای ایشون مهمه و اگر نمی تونید سر کلاس حاضر باشید با ایشون برندارید
2779,10.0, خیلی استاد خوبی هستند و جزوه ی خیلی قوی دارند،حتما جزو الویت های بالاتون باشه
2780,3.0, صدای خیلی خسته و کسل کننده،بی حوصلگی در صداش داد میزنه،کلا الویت آخر باشه
2781,4.0, کلا یه انتگرال بلده و تمام،اگر باهاش برداشتی خیلی سخت می تونی پاس کنی(مگر اینکه آنلاین باشه😅)
2782,6.333333333333333, درس دادنش خیلی قوی نیست و یه گروه میزنه و به شکل ویس درس میده،سر کلاس هم نمیشه چیزی فهمید،خیلی به عنوان الویت بهش نگاه نکنید.
2783,3.0, تدریس نمیکنن هیچی فقط اخر ترم پروژه میگیرن و به کلاس توجهی نمیکنن من راضی نیستم
2784,4.333333333333333, اگه میخواین یه ترم جنگ اعصاب داشته باشید باهاش بردارید!!
2785,7.0, خیلی بد نمره میده، من ترم مجازی باهاش داشتم امتحانش شفاهیه اگه بار اول میکروفونت وصل نشه امتحان نمیگیره و قشنگ لج میکنه
2786,8.666666666666666, استاد با سوادی هستن ولی باید خودمون بیشتر کتاب رو بخونیم و کتاب مطالبش زیاد د سنگینه اگر میتونید بخونید با استاد بابک بردارید
2787,8.5, استاد مهربونی هست توضیح هم میدن درباره هر کار و خیلی هم نمره خوب میدن در کل بد نیستن ❤️
2788,2.8333333333333335, خیلی بداخلاق هستن و انگار میخوان دانشجو رو زجر بدن. من واقعا پشیمونم از اینکه باهاش کلاس گرفتم
2789,10.0, بهترين و فوق العاده ترين استادى كه ديدم در طول ترم. حتما باهاشون برداريد، در يك كلمه بى نظير.
2790,10.0, باسواد ترين استاد هست تخصص سينمايى و اطلاعات بسيار بالا. بهترين اند
2791,10.0, نحوه امتحان گرفتنشون جوری هست که از نصف مطالب امتحان میان ترم میگیرن و اگه نمره خوبی گرفته باشی اونارو برای امتحان پایان ترم حذف می کنند
2792,10.0, استا  خوبی هستن ب همه نمره خوبی داده بودن ی سری از بخش ها رو امتحان نگرفتن
2793,10.0, استاد با سوادی هستن تمام تلاشو میکنن ک مطالب رو منتقل بکنن ولی استاد جدی هستند و مفهومی تدریس میکنن امتحانشونم متوسطه
2794,10.0, استاد خیلی خوش و خوش اخلاقی هستند سر کلاس اگ سوال حواب بدیم نمره مثبت میدن کنفرانس باید بدیم ک خیلی مهمه ولی در کل استاد سخت گیری نیستن
2795,4.833333333333333, تدریس ایشون قابل فهم نیست خودشونم متوجه نمیشن که چی رو دارن توضیح میدن در کل کافی نیست اگه برای یادگیری میخواید با ایشون برندارید .
2796,10.0, استاد خیلی خوبو مهربونی هستند پایان ترم چندتا سوال تعیین میکنن و از همونا امتحان میگیرن
2797,10.0, اگه حضور کامل داشته باشی و کار ترجمه ای که میدن انجام بدی 
2798,3.3333333333333335, هیچ اهمیتی به سوالا و ایمیل دانشجوها نمیده
2799,3.8333333333333335, ۴ تا کتاب معرفی میکنه و هر هفته تمرین میده سوال میپرسه باید میکروفون وصل کنید
2800,3.0, از تایم کلاس میزنن و هر جلسه تکلیف میدن که اگه همه رو هم حل کنی  آخر ترم نمره خیلی پایینتر از حقتون میدن
2801,10.0, استاد خوب و مهربونی هستن ☺
2802,1.0, طرز برخورد ایشان با دانشجویان اصلا خوب نیست، برای امتحان چیزی نیست که بخونید! از لحاظ نمره دادن اصلا نمی تونید نمره خوبی بگیرید از ایشان
2803,10.0, بسیار با ادب و باشخصیت هستند این استاد! کلاسشون روحیه بخش هست
2804,10.0, بردارید تا با نمره خوب و خیال راحت پاس شید
2805,2.8333333333333335, بشدت سخت گیر هستن و اکثر جلسات میکروفن باز میکنن و اگه نکنی غیبت میزنه
2806,10.0, گروه میزنن
2807,10.0, توی طول ترم برنامه ای رو معرفی میکنن مرتبط با مباحث دینی ک باید ببینیم و خلاصه نویسی کنیم و صددرصد توی نمره تاثیر داره
2808,1.6666666666666667, ایشون علاوه بر وصیت نامه حضرت امام،صحبت های خودشون هم تایپ میکنن و به صورت  دوازه فایل در اختیار دانشجو قرار میدن. چون نمره کم میدن😒
2809,9.166666666666666, استاد خوبی هستن اما اگر میخواید با ایشون کلاس بردارید باید سر کلاس فعال باشید چون هرجلسه پرسش دارن و به یادگیری دانشجو خیلی اهمیت میدن
2810,10.0, 😍😍
2811,10.0, پرسش کلاسی دارن البته بصورت داوطلبی
2812,8.166666666666666, استاد گروه واتساپی تشکیل میدهند و از همین طریق میشه با ایشون ارتباط داشت
2813,9.666666666666666, استاد گروه واتساپی تشکیل میدن و از آن طریق میشه با ایشون در ارتباط بود
2814,10.0, برای درس جزا اختصاصی استاد خوبی هستن هم در تدریس هم در نمره
2815,6.333333333333333, کنفرانس باید بدین از کتاب خودشون تدریس چندانی ندارن. برا امتحان یه جزوه میدن که خیلی جزوه شون گنگه. امتحان هم فقط از جزوه س.
2816,10.0, واقعا استاد عالی ای هستن هیچ دانشجویی رو نمیندازن و خیلی خوب نمره میدن 
2817,4.166666666666667, سکته ناقص میزنی
2818,10.0, واقعا استاد فوق العاده ای هستند هر کلاسی دیدید با ایشون بردارید
2819,10.0, استاد بسیار خوب و مهربانی هستند.
2820,1.0, کلی کار میکشه اخرش هم امتحانش شبیه جزوه نیست وچه سر کلاسش حاضر باشی چه تمام تمرین ها و پروژه ها رو تحویل بدی بازم ۱۵ میده!
2821,10.0, هر جلسه دو الی سه تمرین برای حل میدن. خیلی با حوصله به سوالات پاسخ میدن.
2822,10.0, اگه بخونيد نمره خوبي ميگيريد
2823,9.666666666666666, دوست داشتنی،باشخصیت و دلسوز. باهاش بردارید.
2824,1.0, پاس می کنه
2825,1.0, فرار 🏃🏼‍♀
2826,4.0, اصلا با دانشجو راه نمیان . امتحان به شدت سخت هست . معیار نمره دهی معلوم نیست . اکثریت رو میندازن .
2827,10.0, عالییییییی 
2828,2.6666666666666665, اگه باهاش بردارید کل ترم حرص میخورید😒
2829,10.0, خیلی استاد خوبی هستن عالی هر چی ارائه دادن بردارید
2830,10.0, عالی عالی حرف نداره حتما باهاش بردارید
2831,9.666666666666666, فقط درس دادنش خوبه 
2832,10.0, درجه ۱، باسواد، کلاس های پربار و بی‌نظیر... حتما پیشنهاد میشن 👌
2833,3.8333333333333335, استاد بدرد نخوری هستن مجبورم بودین باهاشون بر ندارین چون میندازنتون و پولتونم هدر میره.
2834,1.0, ۴ تا کتاب معرفی میکنه و هر هفته تمرین میده سوال میپرسه باید میکروفون وصل کنید
2835,3.5, از ثاتیه ی اول تا آخر تدریس میکنن.سوالیو نمیفهمی و بگی عصبانی میشه که چرا نمیفهمی. امتحانو چه عالی بدی چه بد پر کنی ۱۲میده
2836,4.5, استاد مهرپویان رفتار خیلییی بدی با دانشجو ها دارن
2837,1.0, لطفا اصلا با اين استاد بر نداريد از نظر اخلاق و ادب خيلي بد برخورد ميكنن واس تاخير ٥دقيقه اي غياب ميزنه و كلا بد
2838,10.0, جزو بهترین اساتید هستن همه چیشون درجه یکه نهاد هم داره
2839,1.5, اصلا پیشنهاد نمیکنم آزفیزیک وقتی مجازیه بردارین،چون با فرستادن ۴تا کلیپ ۳ دقیقه ای باید گزارش کار بنویسی و اصلا خوب نیست
2840,8.833333333333334, اگر هدفتون پاس کردن هست به هیچ عنوان برندارید که سخت پاس میشید و نمره خوبی نمیگیرید اما اگر هدف یادگیری هست بردارید.
2841,4.0, استاد خوبی نیست،اگر شما فرمانده تمام عملیات ها دفاع مقدس هم باشی ۱۶ ۱۷ میشی میانگین کلاس طرفا ۱۳ بود،معدل بشدت خراب میکنه باهاش برندارید
2842,3.3333333333333335, خواهش میکنم از نمای دانشجو ها که به هیچ وجه هیچ وجه با ایشون درس برندارند
2843,1.0, من بالای ۴۰ صفحه براشون تکلیف ارسال کردم و توی تک تک امتحاناشون شرکت کردم بازم بهم نمره ی خیلی کمی دادن با اینکه امتحانمم عالی داده بودم
2844,2.5, متاسفانه اصلااا خودشون دخالتی در تدریس ندارن و فقط دانشجوها کنفرانس میدن سوالات امتحانش هم سخت و مفهومیه
2845,10.0, این استاد واقعا حرف نداره حتما تو اولویت هاتون قرارش بدید پشیمون نمیشید👍
2846,9.166666666666666, استاد خوبین ولی بعضی وقتا با بی اعصابی برخورد میکنن و ناعادلانه ایراد میگیرن
2847,10.0, اگه فعالیت داشته باشید و خوب بخونید نمره خوبی میگیرید ولی از نمره دادن الکی خبری نیست
2848,1.6666666666666667, استاد اصلا هیچی سر کلاس تدریس نمیکنن،فقط بچه ها لکچر میدن،استاد فقط به عنوان شنونده سر کلاس حضور دارد و اصلا کتاب رو سر کلاس کار نمیکنند
2849,3.1666666666666665, ایشون در بعضی جاها دانشگاه و دانشجو رو با جای دیگه اشتباه میگیرن و به طرزی که مناسب نیست با بعضی از دانشجوها تلاش میکنند ارتباط بگیرند.
2850,5.5, استاد بسیار خشن وتندخو و آدم تو کلاساش استرس میگیره هیچ وقت با این استاد کلاس برندارید بردارید به حرفم می‌رسید ک راست گفتم
2851,8.666666666666666, نمره خودتون رو منصفانه میده. برای ارسال گزارش کار زمان کافی میدن و هرسوالی هم در خصوص درس باشه کامل توضیح میدن.
2852,4.833333333333333, توصیه میکنم باهاشون بر ندارین چون اصلا هیچی از درس متوجه نمیشید
2853,1.3333333333333333, اصلاکلاس‌برنداریدامتحان‌سخت میده‌هرسوال امتحان‌روچندقسمت میکنه‌طولانی‌راه نمیاد برای امتحان‌بادانشجو لج میکنه اذیتشون میکنه
2854,8.666666666666666, استاد نسبتا خوب و خوش برخوردیه فقط کمی فمنیست هستن و به پسرا تیکه میندازن
2855,10.0, زیاد به نمره برگه توجهی ندارن،سر کلاس حضورات کامل باشه و فعال باشی ۲۰ میشی صد درصد
2856,10.0, خیلی استاد خوبی هستن
2857,1.8333333333333333, تدریس با دانشجوهاست. شدیدا رفتار توهین آمیز دارن. ترم مجازی بود و برای امتحان مطلقا تقلب کردیم. اما در نهایت نمره بالایی لحاظ میکنن
2858,7.666666666666667, هر جلسه کوییز میگیره و آخر ترم هم از بین تمام سوالات که بیشتر از ۷۰۰ تاست امتحان میگیره تعداد سوالات هم زیاده
2859,7.0, اخلاق و رفتار با دانشجو بسیار بد. اصلا به این توجه نمیکنه که چه قدر داری زحمت میکشی
2860,8.166666666666666, اگر میخواهی در دانشکده معماری تهران مرکز، باسواد بشی و دست پر بیرون بیای، باید یک ترم با ایشون درس بگذرونی...
2861,8.5, حتی اگه دانشجوی درس خونی هم باشی براش مهم نیست و فعالیت کلاسی هرچقدر هم که داشته باشی اهمیت نداره
2862,1.8333333333333333, دانش صفر، نمره دادن غیر منصفانه و بی منطق.
2863,6.666666666666667, با توجه به حضور کامل در کلاس و انجام ۸جلسه سایت نهاد ، خواندن تمام کتاب و پاسخگویی کامل و درست به تمام سوالات تستی نمره ۱۷ دادن متاسفانه
2864,8.5, استاد سخت گیریه میگه حضور مهم نیست ولی یادش میمونه و مهمه نمره ی خوبی ام نمیشه ازشون گرفت
2865,8.833333333333334, استاد خیلی خوبی هستند و با دانشجو راه میان ، چند تا سوال میدن و از همونا امتحان میگیرن،حتما باهاشون بردارید
2866,9.166666666666666, استاد خیلی خوبی هستن ، خیلی خوب درس رو توضیح میدن و رفتارشون با بچه ها خیلی خوب و دوستانست، حتما باهاشون بردارید😍
2867,4.333333333333333, استاد خودشو خیلی خوب نشون میداد همگی دوسش داشتیم ، میگفت به همه نمره عالی میدم ولی زد زیر حرفاش،باهاش برندارید همین!
2868,5.666666666666667, با این استاد به هیچ وجه برندارید، بعد از کلاساش سردرد میشید ، سعی میکنه خودشو عالی نشون بده و میگه تلاش کنید نمره میدم ولی نمیده
2869,8.5, به دانشجویی که درس میخونه و درس نمیخونه نمره کم میده بسیار سخت گیر و رفتارش با دانشجو تنش زا است
2870,8.5, دانشجو درس خون و درس نخون در یک درجه هستند به جفتشون نمره کم میده، اخلاق هم نداره
2871,10.0, بهترین استادی که خواهید داشت
2872,4.833333333333333, با اینکه خیلی ادعاش میشه اما ارزش بسیار کمی برای دانشجو قایل هست. یا باهاش برندار یا اگه برات برداشتن شل کن 😂
2873,2.8333333333333335, واقعا استاد بدی هستن و خیلی اذیت میکنن هر جلسه‌درسای جلسه گذشته رو به صورت سوالات مفهومی میپرسن خیلی منفی هم میدن الکی
2874,9.833333333333334, استاد خیلی خوب و مهربونین به دانشجو برای نمره خوب گرفتن خیلی کمک میکنن در حین ترم باید ۳بار ارائه هم بدیم
2875,3.5, در کلاسای مجازی شرکت نمیکنن جزوه رو در کانال تلگرام میذارن و پایان ترم هم سوال های امتحانو میدن
2876,7.666666666666667, به شدت سخت گیر و دانشجوی خوب و بد هیچ تفاوتی براش نداره .نمره نمیده رفتار با دانشجو بسیار بد و تنش زا هست
2877,9.333333333333334, سعی کنید فعال باشید و همگام با درس جلو بیاید. توی انتخابای اولتون باشن. موفق باشید.
2878,10.0, فوق العاده ن. کلاسشون فوق العاده آرامش داره.جزوه میدن و آخر ترم نمونه سوال که امتحان از هموناس. هر درسی ارائه دادن شک نکنید بردارید
2879,10.0, خیلی استاد مهربون و با محبتی هستن و در هر زمینه ای ب دانشجو کمک میکنن در یک کلام عالی
2880,8.5, باید فعالیت داشته باشید و ارائه بدید و اینکه یک مطلب رو خیلی تکرار میکنن و ممکنه هر جلسه بگن که اصلا خوب نیست.امتحانشون هم جالب نبود.
2881,2.6666666666666665, اگه خیلی درس خون نیستین با این استاد قطعا نمیتونین پاس کنین و اگه نمره کامل هم بگیرین به یه سری بهونه ها نمره کمتری میدن بهتون
2882,4.5, استادی هستن ک اصلا درک ندارن  به راحتی بچه ها رو میندازن اصلا خودشم درس نمده به بچه ها میگه
2883,2.0, وصیه نمیکنم با ایشون بردارید از درس دادنشون چیزی نمیفهمید و جزوه هم برای امتحان کافی نیست. امتحان هم به شدت سخته و به احتمال زیاد میفتید
2884,9.833333333333334, در کل کلاس خشک و ساکتی دارن آخر ترم هم یک صفحه سوال میده که باید جوابش از کتابی که خودشون نوشتن پیدا کنید.
2885,5.333333333333333, اصلا برخورد خوبی با دانشجو ها ندارن متاسفانه
2886,10.0, با دانشجوها مهربون و صمیمی هستن ، از همه نظر فوق العاده ان 
2887,9.666666666666666, استاد باسوادیه،یه کتاب مرجع(درسطح متوسط)معرفی میکنند وخیلی خوب درس میدن...به نظرم خیلی خوب توانایی انتقال مطالب رو دارن
2888,2.5, استادسخت گیری هستن و برای حضورغیاب میکروفن بازمیکنه و چند تا سوال درباره نکاتی که اون جلسه گفته میپرسه که اگه بلد نباشی نمره کم میکنه
2889,4.333333333333333, .
2890,6.0, گول کلاساشو نخورید سر امتحان دهنتون سرویس میکنه میل خودتونه همرو انداخت😂
2891,10.0, عالی هستن این استاد حتما اگر درسی ارائه داشتن باهاشون بردارید.اگر سر کلاس فعالیت داشته باشید نمره خوبی بهتون میده
2892,10.0, استاد واحدی حرف ندارن. حتما آخر ترم یه ۲۰ خوشگل ازشون میگیرید
2893,9.166666666666666, برخوردشون با دانشجوها خیلی خوبه ولی باید حواستون کاملا به درس و کلاس باشه اسمتون رو صدا میکنه باید توضیح بدید راجب چی درس داده
2894,4.333333333333333, استاد پیجشون‌رو میدن و دانشجو باید این پیج‌و دنبال کنن فعالیت کنن داخل پیج
2895,9.5, بهترین استادی بود که داشتم
2896,1.6666666666666667, حرف های خارج از درس بیشتر میزنند و تایم بسیار کوتاهی روخوانی میکنند بدون توضیح مفید
2897,9.833333333333334, سختگیری های طول ترم ایشان جهت تلاش دانشجواست و امتحان ایشان نیاز به توجه بسیارزیاد به نکات ریز دارد کلا استاد خوبی هستند
2898,9.0, استاد خوبیه اگر میخواین واقعا دانشتون بالا بره باهاش بردارین و ازتون کار میخواد
2899,10.0, استاد بسیار باسواد و مهربونین 😍کلاساشون اصلا خشک نیست. ارائه به صورت گروهی میخوان فقط یه نفر ارائه میده و بقیه هم بایدمشارکت کنن
2900,10.0, استاد بسیار باسواد و مهربونین 😍کلاساشون اصلا خشک نیست. ارائه به صورت گروهی میخوان فقط یه نفر ارائه میده و بقیه هم بایدمشارکت کنن
2901,1.0, 🤷🏼‍♀
2902,5.333333333333333, توضیحات تکمیلی:
2903,5.666666666666667, رفتار خوبی دارن اما نمیتونن دانشی که دارن رو انتقال بدن. در کل کسل کنندس. اگه گزینه بهتری دارین ایشون رو انتخاب نکنید.
2904,9.833333333333334, استاد بسیار خوبی هستن
2905,10.0, ایشون فوق العاده استاد خوب و پیگیری هستن 
2906,7.166666666666667, هر کاری ایشون ازم خواستم انجام دادم و تحویل دادم ولی نمره خوبی نداد
2907,5.333333333333333, فرد با سوادی هستند اما جزوه و تدریس کاملا پراکنده و پر حجمی دارند، متاسفانه کلاس سودمندی برای من نبود.
2908,10.0, پس منتظر چی هستی؟! سریع برو با ایشون کلاس بردار تا ظرفیت ها پر نشده🤭🤗
2909,10.0, بردارید حتما
2910,2.3333333333333335, کاملا غیر منطقی با موضوعات برخورد میکنن و اگر اشتباه یا ایرادی از سمت خودشون باشه به هیچ وجه قبول نمیکنن
2911,10.0, بسیار خوش برخورد و با اخلاق هستن امتحان نمیگیرن و نمره کنفرانس کلاس رو به عنوان نمره پایان ترم در نظر می‌گیرند
2912,1.6666666666666667, ایشون یه پروژه هایی(تحقیق و ترجمه)میدن انجام بدید که هر کی ندونه انگار برای دانشگاه آکسفورد داریم پروژه میدیم.اصلاااا برندارید
2913,10.0, بشدت سختگیرن و باید فیلم از خودتون در حال آزمایش بفرستین درحالی که تو خونه وسیله آزمایشگاه وجود نداره
2914,9.333333333333334, در كل استاد خوب و مودبي هستند 
2915,1.0, اصلاً و به هيچ عنوان باهاشون برنداريد فقط ميندازه
2916,3.0, تا جايي كه ميتونيد باهاش برنداريد چون كلاً هر ترم ٤ يا ٥ نفرو پاس ميكنه فقط
2917,1.6666666666666667, تاجایی که میتونید با این استاد کلاس برندارید خیلی استاد خشک و جدی هستن و سردانشجوهاشون منت میذارن
2918,9.333333333333334, استاد خوبی هستند و خوش اخلاق حتما با ایشون بردارید
2919,9.333333333333334, باید تمرین زیاد حل کنید. اگر اول به فکر یادگیری هستید بعد نمره استاد خوبین.
2920,10.0, استاد مهربان و دلسوز
2921,9.666666666666666, توصیه میکنم باهاشون برندارید یا میفتین یا نمره پایینی میگیرید.
2922,1.0, اگر با ایشون برمیدارید حتما تمام جلسات رو باشید و در کلاس فعال باشید وگرنه حتما شمارو میندازن
2923,9.833333333333334, درس گرافیک جزو دروس خیلی خیلی جذابی بود که تابحال داشتم استاد هم فوق العاده عالی تدریس میکنند حتما باهاشون بردارید
2924,4.166666666666667, عشقی نمره میده به چندنفر که فعالیت نداشتن زیاد۱۹داد ولی به چند نفری که خیلی فعالن۱۶دادو دانشجوهارو باحرفاش خورد میکنه، درست اطلاعات بدید
2925,10.0, استاد با دانش و فعالی هستند و ازتون تحقیق میخوان و اگر فعال باشید در طول کلاس میتونید نمره خوبی از ایشون بگيريد
2926,9.0, کلا سقف نمره براشون ۱۴ و ۱۵ است. معمولا اکثر درصد دانشجوها ۱۴ میشن.
2927,10.0, فوق العاده است جزوه میگه بنویسید یکم زیاد ولی از همونا میاد تو امتحان نمره دادانش هم عالیه خیلی خوبه پیشنهاد میکنم باهاش حتما بردارید
2928,6.666666666666667, حضور و غیاب میکند. نهاد هم میخواهد. امتحان تستی و تشریحی بود. هم حضور داشتم هم نهاد گذراندم و هم پاسخنامه ام نمره کامل گرفت ولی بیست نداد.
2929,8.0, این ترم اصلا برگه هارو صحیح نکردن و رندوم نمره دادن.
2930,5.0, در کلاس های ایشون چیزی یاد نمیگیرین.از رو جزوه خودشون روخونی میکنن.در ضمن هیچ گونه مسئولیت پذیری در قبال دانشجو ندارن ایشون.
2931,4.833333333333333, اگر اعصاب قوی دارید و فقط دنبال پاس کردن هستید و درس براتون مهم‌ نیست بردارید
2932,4.5, خیلی خیلی استاد بد اخلاقی هستن.کاملا ب دانشجو توهین میکنن.از اعصاب خوبی بر خوردار نیستن.
2933,1.8333333333333333, بدترین استاد موجود در تمامی سال‌های تحصیل. در حد۲۰ بنویس بهت میده ۵، خودشون امتحان بدند ۳ هم نمیشند.‌ اگر بهتون افتاد فقط دعا کنید.
2934,1.0, باهاش کلاس نگیرید اخلاق نداره خوب هم درس نمیده در رفتار با دانشجو بسیار بد 
2935,1.0, به شدت مودیه برای نمره.تلفظ درست لغات انگلیسی رو بلد نیست.فقط میخنده تو کلاس
2936,2.8333333333333335, خیلے افتضاح هست اصلا باهاش برندارید 
2937,4.833333333333333, نمره دهی افتضاح اگه میخواید پاس نشید با این استاد بردارید
2938,3.5, ۴ هفته اولو نیومدن یه جلسه هم ۲ ساعت دیر اومدن.کلا درسم ندادن چیزی این ترم همشو مجبور شدیم‌ خودمون بخونیم. اصلا پیشنهاد نمیکنم ایشونو
2939,2.8333333333333335, نگفتن امتحان چه جوریه نمونه سوال ندادن و جزوشون هم اصلا بدرد نمیخورد جزوه ای داده بودن اصلا این درس
2940,2.6666666666666665, متاسفانه نمره خوبی نمیده،طلبکارم هست،من همه ی کلاساشو بودم اما نمره کلاسی بهم نداد و انداخت
2941,4.0, درس دادنش بد نیست ولی نمره دادنش افتضاح خیلی رو انداخت الکی باهاش برندارید اصلا افتضاح نمره دادنش
2942,10.0, بهترین استاد فنی ومهندسی😍سطح علمیشون بسیار بالاست و پیرامون بازار کار خیلی راهنمایی میکنن و خیلی متشخصن هر درسی که ارائه بدن برمیدارم
2943,3.5, میخوای بیفتی؟مریم عسگری
2944,2.1666666666666665, دوستان به هیییییچ عنوان با این استاد برندارید ، این ترم همه رو انداخت فقط ۴_۵ نمره با ۱۰_۱۱ پاس کرد
2945,7.666666666666667, استاد روی تکالیف و فعالیت کلاسی خیلی حساس و دقیق هستن
2946,10.0, استاد فوق‌العاده عالی حتما با استاد حمیدی کلاس بگیرید
2947,7.5, هرجلسه به تعداد قابل توجهی تمرین میدن و ۱۰ الی ۱۲ نمره براش در نظر میگیرن که نمرش رو مستقیم برای پایان ترم در نظر میگیرن
2948,7.333333333333333, به فکر بیست گرفتن نباشید ، پروژه نهایی میده
2949,1.0, درست جواب نمیده یه ریز فقط حرف میزنه راجبه چیزای چرت و پرت.بی انصافه،هیچیی نمیشه یاد گرفت ازش.خیلی بد درس میده خیلی:)
2950,3.5, ایشون به شدت انتظار بالایی دارن از دانشجو ها و  طریقه درس دادن ایشون به گونه ای است که دانشجو نمیتونه به درک کاملی از مطالب برسه
2951,9.833333333333334, در کل سر کلاس استاد حوصلت سر نمیره بی نهایت شما رو به چالش میکشه و ازتون میخواد که در بحث شرکت کنید 
2952,4.666666666666667, اصلا استاد خوبی نیستن، حتی اگه در طول ترم فعالیت زیاد داشته باشین و هر هفته تمرین حل کنین، بازم نمره پایینی میدن
2953,10.0, خیلی استاد خوبین حتما باهاشون بردارید. ۵بار صحبت کنین در حد ۱ دقیقه ۱۰نمره کلاسی رو میگیرید.
2954,4.333333333333333, خوب نمره میده ولی ترمی که مجازی بود خیلییییی رو اعصاب بود
2955,4.5, اصلا مجازی برندارید چون برگه صحیح نمیکنه رندوم نمره میده اصلا ملاک نمره دهی مشخص نیست
2956,9.666666666666666, استاد با دانشی هستند و اگر بر زبان تسلط دارید و فعال باشید در طول کلاس ، میتونید نمره کامل رو از ایشون بگیرید
2957,10.0, استاد خیلی خوبیه اما از اول کلاس شروع میکنن به تدریس تا ثانیه آخر😅قشنگ همه میگن خدایا بسته دیگ😁 باباخسته شدیم دیگ😂
2958,9.833333333333334, استاد خیلی خوب و مهربونی هستن کلاسشون اصلا خشک نیست 😍😌😆بردارید باهاشون
2959,10.0, استاد خیلی خوبی هستن.همه چیز رو بارها کامل توضیح میدن و خیلی صبور و خوش اخلاق هستن.باهاشون بردارید پشیمون نمیشید
2960,1.5, از كلاس ٤٠نفره ،حدودا ٩٠درصد دانشجويان رو با نمره يكسان ٨مردود كردن و هيچ جوابي نداشتن كه بهمون بدن
2961,1.0, نه تکالیف نه حضور و غیاب ها و نه هیچی.دوست داره همه رو بندازه.
2962,10.0, خیلی استاد با سوادی هستن و خیلی راه میان با بچه ها باید خیلی استفاده کرد از علمشون
2963,10.0, استاد خیلی خوبین حتما باهاشون بردارید
2964,10.0, واقعا جز اساتید عالی هستند و بیان سلیس و روانی  حین تدریس دارند. و در تمام طول ترم همراه و پاسخگو دانشجویان هستند.
2965,10.0, کلاس با این استاد مثل تحصیل در دانشگاه اکسفورده و شایدم بهتر😂😂
2966,9.5, هم در دوران کلاس های حضوری استاد خوبی بودن هم مجازی.استاد با دانش و خوش اخلاقی هستند.
2967,10.0, خیلی استادخوبیه اگه ارائه دادن حتما باهاشون بردارین😍
2968,4.0, با این استاد برندارید از عذاب دادن دانشجوها لذت میبره رفتارمناسب ندارن،نمره بعضیارو حتی تا روز آخر حذف و اضافه نمره نداد
2969,2.5, اگه میخوابد بیافتید بردارین
2970,7.5, استاد با دانشی هستن ولی متاسفانه بسیار بی نظم، خیلی غیبت دارن
2971,1.0, درس دادنش داغونه همرو میندازه امتحانایی که‌میگیره خییییلی سخته انگار این استادو استخدام کردن برای انداختن دانشجو
2972,9.666666666666666, گفتن با ارفاق تصحیح میکنن اما اصلا اینجوری نبود بعد از یه مدت طولانی نمره هارو وارد کردن
2973,10.0, هرجلسه تمرین میدن که براشون مهمه و در آخر یه امتحان میگیرن،اگر درسخون هستین حتما باهاشون بردارین
2974,8.666666666666666, استاد بسیار با سوادی هستن اما به همین نسبت بدقلق و سختگیر، جزوه بسیار سنگینی دارن و امتحان سخت
2975,6.833333333333333, سر کلاس های مجازی با این استاد ممکنه به مشکل بخورید به خصوص در مورد امتحان که نمره دادنشون خیلی دلبخواهی و بی منطق هستش.
2976,8.666666666666666, استاد بسیار خوش برخورد و خوش اخلاقی هستند و با دانشجو همه جوره راه میان.
2977,2.5, نمره پایان ترم نداریم و مدت هاست معدلی نداریم در حد ۴ تا وویس۵دقیقه ای درس دادن سر کلاس نمیان هر تایمی که خودشون بخوان وویس میدن
